(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-8 || क्षेत्रमिति (Mensuration) || 05-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1548611/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-9 || क्षेत्रमिति (Mensuration) || 06-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1549345/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-10 || क्षेत्रमिति (Mensuration) || 07-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1550753/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-11 || क्षेत्रमिति (Mensuration) || 08-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1552216/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-12 || क्षेत्रमिति (Mensuration) || 10-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1555067/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-13 || क्षेत्रमिति (Mensuration) || 12-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1556957/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-14 || क्षेत्रमिति (Mensuration) || 13-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1557617/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || त्रिकोणमिति || 14-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1558810/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || त्रिकोणमिति || 15-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1559730/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || त्रिकोणमिति || 16-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1560618/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || त्रिकोणमिति || 17-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1561752/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || ऊँचाई एवं दूरी || 18-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1563031/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || ऊँचाई एवं दूरी || 19-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1563725/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || ज्यामिति (Geometry) || 20-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1564518/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || ज्यामिति (Geometry) || 22-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1567544/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || ज्यामिति (Geometry) || 23-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1568675/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || ज्यामिति (Geometry) || 24-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1570203/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || आंकड़ा निर्वचन (Data Interpretation) || 26-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1571772/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || आंकड़ा निर्वचन (Data Interpretation) || 27-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1572521/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || सांख्यिकी (Statistics) || 28-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1573263/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || सांख्यिकी (Statistics) || 29-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1574428/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || वर्ग और वर्गमूल || 07-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1582969/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || वर्ग और वर्गमूल || 07-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1582968/plain/720x1280.mp4
(Economic Review (आर्थिक समीक्षा एवं बजट)) आर्थिक समीक्षा 2022-23 (वृहद् आर्थिक प्रवृतियों का परिदृश्य) : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1626695/plain/720x1280.mp4
(Economic Review (आर्थिक समीक्षा एवं बजट)) Rajasthan Budget 2023 संपूर्ण बजट विश्लेषण आसान भाषा में : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1634002/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || ऊर्जा संसाधन : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1546154/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में वन एवं प्रकृतिक वनस्पति : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1563982/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान के उद्योग, खनिज संसाधन और पर्यटन : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1547153/plain/720x1280.mp4
(राजस्थान की राजव्यवस्था - विक्रम सर) Part-1 || पंचायती राज || 01-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2179222/plain/720x1280.mp4
(भारत का भूगोल - विनोद सर) Part-01 || भारत में प्राकृतिक वनस्पति || 11-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2193811/plain/720x1280.mp4
(भारत का भूगोल - विनोद सर) Part-01 || भारत के प्रमुख वन्यजीव रिज़र्व || 12-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2195385/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || आर्थिक योजना || 01-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2220904/plain/720x1280.mp4
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-2 || आर्थिक योजना || 03-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2223661/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || राजस्थान के प्रमुख लोकदेवता || 01-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2221312/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || राजस्थान के प्रमुख संत एवं सम्प्रदाय || 03-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2224182/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || राजस्थान की लोकदेवियाँ || 05-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2225544/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || मेले|| 06-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2228731/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || त्योहार || 06-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2228732/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || राजस्थान के आभूषण एवं वेशभूषा || 06-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2228802/plain/720x1280.mp4
(राजस्थान कला एवं संस्कृति - कैलाश चौधरी सर) Part-1 || भाषा एवं बोलियाँ , साहित्य || 07-August : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2229749/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || भौतिक एवं रासायनिक परिवर्तन, आक्सीकरण अपचयन अभिक्रिया, उत्प्रेरक  || 15-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2198216/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || धातु एवं अधातु  || 16-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2199265/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || कार्बन तथा इसके यौगिक  || 20-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2205899/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || दैनिक जीवन में प्रयुक्त रसायन व बहुलक ,साबुन एवं अपमार्जक  || 23-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2209253/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || विद्युत धारा || 24-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2210382/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || प्रकाश || 25-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2211914/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || अंतरिक्ष प्रौद्योगिकी, संचार प्रौद्योगिकी|| 26-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2213820/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || आनुवंशिकी व पारिस्थितिकी || 26-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2213821/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || जैव-प्रौद्योगिकी व जन्तुओं और पादपों का आर्थिक महत्त्व|| 27-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2215169/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || रक्त एवं Rh कारक व मानव रोग एवं स्वास्थ्य || 29-July : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2216521/plain/720x1280.mp4
